Creditability,Acc_Bal_bin,Pay_Status_bin,Value_SavStock_bin,Length_Emp_bin,S&M_Status_bin,No_of_Credits_bin,Co_Credits_bin,Purpose_bin,Telephone_bin,Instalment_bin,Apartment_bin,Most_Val_Asset_bin,Duration_Credit,Credit_Amount,Age_bin
1,c. some balance,b. paid up,b. >= 100 DM,b. [1-4) years,"b. M mar, M wid, F",a. 1,b. None,"a. used car, others",b. Yes,d. >= 35,b. rented flat,b. Savings / Car / Other,6,2978,b. >= 25 yr
1,c. some balance,b. paid up,"a. none, < 100 DM",b. [1-4) years,"b. M mar, M wid, F",a. 1,b. None,"a. used car, others",b. Yes,c. [25-35),b. rented flat,b. Savings / Car / Other,18,1820,b. >= 25 yr
1,c. some balance,c. no problem,"a. none, < 100 DM",c. above 4 years,"b. M mar, M wid, F",a. 1,b. None,"b. new car, home related",b. Yes,b. [20-25),b. rented flat,c. No assets,24,2872,b. >= 25 yr
1,c. some balance,b. paid up,"a. none, < 100 DM",b. [1-4) years,"b. M mar, M wid, F",a. 1,b. None,"a. used car, others",a. No,c. [25-35),b. rented flat,c. No assets,24,1925,b. >= 25 yr
1,c. some balance,b. paid up,"a. none, < 100 DM",b. [1-4) years,"b. M mar, M wid, F",a. 1,b. None,"a. used car, others",b. Yes,b. [20-25),b. rented flat,c. No assets,18,2515,b. >= 25 yr
1,c. some balance,b. paid up,"a. none, < 100 DM",b. [1-4) years,"b. M mar, M wid, F",a. 1,b. None,"a. used car, others",b. Yes,c. [25-35),b. rented flat,c. No assets,6,2116,b. >= 25 yr
1,c. some balance,b. paid up,"a. none, < 100 DM","a. Unemp, < 1 yr","a. M div, M single",a. 1,b. None,"b. new car, home related",a. No,b. [20-25),b. rented flat,c. No assets,18,1453,b. >= 25 yr
1,c. some balance,b. paid up,"a. none, < 100 DM",b. [1-4) years,"a. M div, M single",a. 1,b. None,"a. used car, others",b. Yes,c. [25-35),b. rented flat,b. Savings / Car / Other,10,1364,b. >= 25 yr
1,c. some balance,b. paid up,b. >= 100 DM,b. [1-4) years,"a. M div, M single",a. 1,b. None,"a. used car, others",a. No,a. < 20,b. rented flat,c. No assets,6,1543,b. >= 25 yr
1,b. no balance,b. paid up,b. >= 100 DM,c. above 4 years,"b. M mar, M wid, F",a. 1,b. None,"a. used car, others",b. Yes,a. < 20,b. rented flat,c. No assets,12,1318,b. >= 25 yr
1,a. no account,a. some problem,"a. none, < 100 DM",c. above 4 years,"b. M mar, M wid, F",a. 1,a. Other Banks or Dept Stores,"a. used car, others",a. No,c. [25-35),b. rented flat,b. Savings / Car / Other,24,2325,b. >= 25 yr
1,b. no balance,c. no problem,b. >= 100 DM,c. above 4 years,"a. M div, M single",b. > 1,b. None,"a. used car, others",a. No,d. >= 35,b. rented flat,b. Savings / Car / Other,6,932,b. >= 25 yr
1,c. some balance,c. no problem,b. >= 100 DM,b. [1-4) years,"b. M mar, M wid, F",b. > 1,b. None,"b. new car, home related",b. Yes,b. [20-25),b. rented flat,b. Savings / Car / Other,24,3148,b. >= 25 yr
1,c. some balance,b. paid up,b. >= 100 DM,c. above 4 years,"a. M div, M single",a. 1,b. None,"b. new car, home related",b. Yes,c. [25-35),b. rented flat,c. No assets,36,3835,b. >= 25 yr
1,c. some balance,b. paid up,b. >= 100 DM,c. above 4 years,"b. M mar, M wid, F",a. 1,b. None,"b. new car, home related",a. No,d. >= 35,b. rented flat,c. No assets,9,3832,b. >= 25 yr
1,b. no balance,b. paid up,b. >= 100 DM,c. above 4 years,"a. M div, M single",a. 1,b. None,"b. new car, home related",b. Yes,c. [25-35),b. rented flat,b. Savings / Car / Other,24,5084,b. >= 25 yr
1,c. some balance,c. no problem,"a. none, < 100 DM","a. Unemp, < 1 yr","b. M mar, M wid, F",a. 1,b. None,"a. used car, others",a. No,c. [25-35),b. rented flat,b. Savings / Car / Other,9,2406,b. >= 25 yr
1,c. some balance,b. paid up,b. >= 100 DM,b. [1-4) years,"a. M div, M single",a. 1,b. None,"b. new car, home related",a. No,a. < 20,b. rented flat,b. Savings / Car / Other,36,2394,b. >= 25 yr
1,c. some balance,b. paid up,b. >= 100 DM,c. above 4 years,"b. M mar, M wid, F",a. 1,b. None,"b. new car, home related",b. Yes,a. < 20,b. rented flat,c. No assets,21,2476,b. >= 25 yr
1,a. no account,b. paid up,b. >= 100 DM,c. above 4 years,"b. M mar, M wid, F",a. 1,a. Other Banks or Dept Stores,"b. new car, home related",b. Yes,a. < 20,a. owner-occ / free,a. Own house / land,24,2964,b. >= 25 yr
1,a. no account,b. paid up,b. >= 100 DM,c. above 4 years,"a. M div, M single",a. 1,b. None,"a. used car, others",b. Yes,c. [25-35),b. rented flat,b. Savings / Car / Other,12,1262,b. >= 25 yr
1,c. some balance,b. paid up,"a. none, < 100 DM",c. above 4 years,"b. M mar, M wid, F",a. 1,b. None,"a. used car, others",b. Yes,c. [25-35),b. rented flat,b. Savings / Car / Other,12,1542,b. >= 25 yr
1,b. no balance,c. no problem,"a. none, < 100 DM",c. above 4 years,"b. M mar, M wid, F",b. > 1,b. None,"b. new car, home related",a. No,a. < 20,b. rented flat,b. Savings / Car / Other,24,1743,b. >= 25 yr
1,c. some balance,a. some problem,b. >= 100 DM,b. [1-4) years,"a. M div, M single",b. > 1,b. None,"b. new car, home related",a. No,b. [20-25),a. owner-occ / free,c. No assets,12,409,b. >= 25 yr
1,c. some balance,b. paid up,"a. none, < 100 DM","a. Unemp, < 1 yr","a. M div, M single",a. 1,a. Other Banks or Dept Stores,"b. new car, home related",a. No,c. [25-35),b. rented flat,b. Savings / Car / Other,12,2171,b. >= 25 yr
1,c. some balance,c. no problem,b. >= 100 DM,c. above 4 years,"b. M mar, M wid, F",b. > 1,b. None,"b. new car, home related",b. Yes,c. [25-35),a. owner-occ / free,a. Own house / land,48,8858,b. >= 25 yr
1,b. no balance,b. paid up,"a. none, < 100 DM",c. above 4 years,"b. M mar, M wid, F",b. > 1,a. Other Banks or Dept Stores,"a. used car, others",b. Yes,c. [25-35),b. rented flat,b. Savings / Car / Other,24,3512,b. >= 25 yr
1,b. no balance,b. paid up,b. >= 100 DM,b. [1-4) years,"a. M div, M single",a. 1,b. None,"b. new car, home related",b. Yes,b. [20-25),b. rented flat,b. Savings / Car / Other,12,1158,b. >= 25 yr
1,c. some balance,c. no problem,"a. none, < 100 DM",b. [1-4) years,"b. M mar, M wid, F",b. > 1,b. None,"b. new car, home related",a. No,a. < 20,b. rented flat,c. No assets,24,2684,b. >= 25 yr
1,a. no account,b. paid up,"a. none, < 100 DM",b. [1-4) years,"a. M div, M single",a. 1,a. Other Banks or Dept Stores,"b. new car, home related",a. No,a. < 20,b. rented flat,b. Savings / Car / Other,12,1498,a < 25 yr
1,c. some balance,c. no problem,"a. none, < 100 DM",c. above 4 years,"b. M mar, M wid, F",a. 1,b. None,"b. new car, home related",a. No,b. [20-25),b. rented flat,b. Savings / Car / Other,30,5954,b. >= 25 yr
0,b. no balance,a. some problem,"a. none, < 100 DM",c. above 4 years,"a. M div, M single",a. 1,b. None,"a. used car, others",a. No,a. < 20,a. owner-occ / free,a. Own house / land,48,6416,b. >= 25 yr
1,b. no balance,c. no problem,"a. none, < 100 DM",c. above 4 years,"b. M mar, M wid, F",b. > 1,b. None,"a. used car, others",b. Yes,d. >= 35,a. owner-occ / free,b. Savings / Car / Other,12,3617,b. >= 25 yr
1,c. some balance,c. no problem,"a. none, < 100 DM",b. [1-4) years,"a. M div, M single",b. > 1,b. None,"b. new car, home related",a. No,a. < 20,b. rented flat,b. Savings / Car / Other,12,1291,b. >= 25 yr
1,c. some balance,c. no problem,b. >= 100 DM,b. [1-4) years,"a. M div, M single",b. > 1,b. None,"a. used car, others",b. Yes,c. [25-35),b. rented flat,c. No assets,24,1275,b. >= 25 yr
1,c. some balance,b. paid up,"a. none, < 100 DM",c. above 4 years,"a. M div, M single",a. 1,b. None,"a. used car, others",b. Yes,c. [25-35),a. owner-occ / free,b. Savings / Car / Other,24,3972,b. >= 25 yr
1,c. some balance,c. no problem,"a. none, < 100 DM",b. [1-4) years,"b. M mar, M wid, F",a. 1,b. None,"a. used car, others",b. Yes,a. < 20,a. owner-occ / free,a. Own house / land,15,3343,b. >= 25 yr
1,c. some balance,b. paid up,"a. none, < 100 DM","a. Unemp, < 1 yr","a. M div, M single",a. 1,b. None,"b. new car, home related",b. Yes,a. < 20,a. owner-occ / free,b. Savings / Car / Other,15,392,a < 25 yr
1,c. some balance,c. no problem,"a. none, < 100 DM",b. [1-4) years,"b. M mar, M wid, F",b. > 1,b. None,"a. used car, others",b. Yes,a. < 20,b. rented flat,b. Savings / Car / Other,9,2134,b. >= 25 yr
1,c. some balance,c. no problem,"a. none, < 100 DM",c. above 4 years,"a. M div, M single",b. > 1,b. None,"b. new car, home related",a. No,a. < 20,b. rented flat,b. Savings / Car / Other,30,5771,b. >= 25 yr
1,c. some balance,c. no problem,"a. none, < 100 DM",b. [1-4) years,"b. M mar, M wid, F",a. 1,b. None,"a. used car, others",b. Yes,b. [20-25),b. rented flat,c. No assets,24,4526,b. >= 25 yr
1,c. some balance,c. no problem,"a. none, < 100 DM",c. above 4 years,"a. M div, M single",b. > 1,a. Other Banks or Dept Stores,"a. used car, others",a. No,c. [25-35),b. rented flat,b. Savings / Car / Other,15,2788,a < 25 yr
1,c. some balance,c. no problem,"a. none, < 100 DM",b. [1-4) years,"a. M div, M single",b. > 1,b. None,"b. new car, home related",b. Yes,d. >= 35,b. rented flat,b. Savings / Car / Other,6,1382,b. >= 25 yr
1,c. some balance,b. paid up,"a. none, < 100 DM",b. [1-4) years,"b. M mar, M wid, F",a. 1,b. None,"b. new car, home related",a. No,a. < 20,b. rented flat,b. Savings / Car / Other,36,5848,a < 25 yr
0,a. no account,b. paid up,"a. none, < 100 DM",b. [1-4) years,"a. M div, M single",a. 1,b. None,"a. used car, others",a. No,a. < 20,b. rented flat,c. No assets,12,1228,a < 25 yr
1,c. some balance,b. paid up,"a. none, < 100 DM",b. [1-4) years,"b. M mar, M wid, F",a. 1,b. None,"b. new car, home related",a. No,b. [20-25),a. owner-occ / free,c. No assets,12,1297,a < 25 yr
1,c. some balance,b. paid up,"a. none, < 100 DM",c. above 4 years,"b. M mar, M wid, F",a. 1,a. Other Banks or Dept Stores,"b. new car, home related",a. No,b. [20-25),b. rented flat,b. Savings / Car / Other,24,1552,b. >= 25 yr
1,c. some balance,b. paid up,"a. none, < 100 DM",c. above 4 years,"b. M mar, M wid, F",b. > 1,b. None,"b. new car, home related",b. Yes,a. < 20,a. owner-occ / free,b. Savings / Car / Other,12,1963,b. >= 25 yr
1,c. some balance,b. paid up,b. >= 100 DM,c. above 4 years,"a. M div, M single",a. 1,b. None,"b. new car, home related",b. Yes,b. [20-25),b. rented flat,b. Savings / Car / Other,24,3235,b. >= 25 yr
1,c. some balance,c. no problem,"a. none, < 100 DM",b. [1-4) years,"b. M mar, M wid, F",b. > 1,b. None,"a. used car, others",b. Yes,b. [20-25),b. rented flat,b. Savings / Car / Other,24,4139,b. >= 25 yr
1,b. no balance,c. no problem,"a. none, < 100 DM","a. Unemp, < 1 yr","b. M mar, M wid, F",a. 1,b. None,"b. new car, home related",a. No,b. [20-25),b. rented flat,b. Savings / Car / Other,12,1804,b. >= 25 yr
1,c. some balance,b. paid up,"a. none, < 100 DM",c. above 4 years,"b. M mar, M wid, F",b. > 1,a. Other Banks or Dept Stores,"a. used car, others",b. Yes,a. < 20,b. rented flat,b. Savings / Car / Other,18,1950,b. >= 25 yr
1,c. some balance,c. no problem,b. >= 100 DM,c. above 4 years,"b. M mar, M wid, F",a. 1,b. None,"b. new car, home related",b. Yes,a. < 20,b. rented flat,b. Savings / Car / Other,48,12749,b. >= 25 yr
1,c. some balance,b. paid up,"a. none, < 100 DM","a. Unemp, < 1 yr","a. M div, M single",a. 1,b. None,"b. new car, home related",b. Yes,d. >= 35,a. owner-occ / free,c. No assets,9,1236,a < 25 yr
1,c. some balance,c. no problem,"a. none, < 100 DM","a. Unemp, < 1 yr","a. M div, M single",b. > 1,b. None,"a. used car, others",a. No,a. < 20,b. rented flat,b. Savings / Car / Other,18,1055,b. >= 25 yr
1,a. no account,a. some problem,b. >= 100 DM,"a. Unemp, < 1 yr","b. M mar, M wid, F",b. > 1,a. Other Banks or Dept Stores,"a. used car, others",a. No,c. [25-35),b. rented flat,b. Savings / Car / Other,30,8072,b. >= 25 yr
1,c. some balance,c. no problem,"a. none, < 100 DM",b. [1-4) years,"a. M div, M single",a. 1,b. None,"b. new car, home related",b. Yes,a. < 20,b. rented flat,b. Savings / Car / Other,30,2831,b. >= 25 yr
1,c. some balance,b. paid up,"a. none, < 100 DM",c. above 4 years,"a. M div, M single",b. > 1,b. None,"a. used car, others",a. No,b. [20-25),b. rented flat,b. Savings / Car / Other,9,1449,b. >= 25 yr
1,c. some balance,b. paid up,"a. none, < 100 DM",c. above 4 years,"b. M mar, M wid, F",b. > 1,b. None,"a. used car, others",b. Yes,c. [25-35),b. rented flat,b. Savings / Car / Other,36,5742,b. >= 25 yr
1,c. some balance,b. paid up,b. >= 100 DM,c. above 4 years,"b. M mar, M wid, F",a. 1,b. None,"a. used car, others",b. Yes,a. < 20,b. rented flat,b. Savings / Car / Other,12,2390,b. >= 25 yr
1,c. some balance,b. paid up,b. >= 100 DM,c. above 4 years,"b. M mar, M wid, F",a. 1,b. None,"b. new car, home related",b. Yes,b. [20-25),b. rented flat,b. Savings / Car / Other,24,3430,b. >= 25 yr
1,b. no balance,b. paid up,"a. none, < 100 DM",c. above 4 years,"b. M mar, M wid, F",b. > 1,b. None,"b. new car, home related",a. No,b. [20-25),b. rented flat,b. Savings / Car / Other,36,2273,b. >= 25 yr
1,c. some balance,b. paid up,"a. none, < 100 DM",b. [1-4) years,"a. M div, M single",a. 1,a. Other Banks or Dept Stores,"a. used car, others",b. Yes,d. >= 35,b. rented flat,b. Savings / Car / Other,21,2923,b. >= 25 yr
1,c. some balance,b. paid up,"a. none, < 100 DM",b. [1-4) years,"b. M mar, M wid, F",a. 1,b. None,"b. new car, home related",b. Yes,a. < 20,a. owner-occ / free,b. Savings / Car / Other,24,1901,b. >= 25 yr
1,b. no balance,b. paid up,b. >= 100 DM,b. [1-4) years,"b. M mar, M wid, F",a. 1,b. None,"b. new car, home related",a. No,c. [25-35),b. rented flat,b. Savings / Car / Other,36,3711,b. >= 25 yr
1,b. no balance,b. paid up,b. >= 100 DM,c. above 4 years,"a. M div, M single",a. 1,b. None,"a. used car, others",a. No,d. >= 35,b. rented flat,b. Savings / Car / Other,48,8487,a < 25 yr
1,c. some balance,b. paid up,b. >= 100 DM,"a. Unemp, < 1 yr","b. M mar, M wid, F",a. 1,b. None,"a. used car, others",a. No,a. < 20,b. rented flat,b. Savings / Car / Other,24,2255,b. >= 25 yr
1,c. some balance,b. paid up,"a. none, < 100 DM",b. [1-4) years,"b. M mar, M wid, F",a. 1,b. None,"b. new car, home related",a. No,b. [20-25),b. rented flat,b. Savings / Car / Other,12,1262,b. >= 25 yr
1,c. some balance,c. no problem,"a. none, < 100 DM",c. above 4 years,"b. M mar, M wid, F",b. > 1,b. None,"b. new car, home related",b. Yes,b. [20-25),b. rented flat,b. Savings / Car / Other,33,7253,b. >= 25 yr
1,c. some balance,c. no problem,"a. none, < 100 DM",c. above 4 years,"b. M mar, M wid, F",b. > 1,b. None,"a. used car, others",b. Yes,d. >= 35,b. rented flat,a. Own house / land,6,6761,b. >= 25 yr
1,c. some balance,c. no problem,"a. none, < 100 DM",b. [1-4) years,"a. M div, M single",b. > 1,b. None,"a. used car, others",a. No,a. < 20,b. rented flat,a. Own house / land,18,1817,b. >= 25 yr
1,c. some balance,b. paid up,"a. none, < 100 DM",c. above 4 years,"b. M mar, M wid, F",a. 1,b. None,"b. new car, home related",a. No,b. [20-25),b. rented flat,a. Own house / land,12,2141,b. >= 25 yr
1,c. some balance,a. some problem,"a. none, < 100 DM",b. [1-4) years,"a. M div, M single",a. 1,a. Other Banks or Dept Stores,"a. used car, others",a. No,d. >= 35,b. rented flat,c. No assets,48,3609,b. >= 25 yr
1,c. some balance,b. paid up,b. >= 100 DM,c. above 4 years,"b. M mar, M wid, F",a. 1,a. Other Banks or Dept Stores,"b. new car, home related",a. No,a. < 20,b. rented flat,b. Savings / Car / Other,30,2333,b. >= 25 yr
1,c. some balance,a. some problem,b. >= 100 DM,"a. Unemp, < 1 yr","b. M mar, M wid, F",b. > 1,a. Other Banks or Dept Stores,"b. new car, home related",b. Yes,b. [20-25),a. owner-occ / free,c. No assets,28,7824,b. >= 25 yr
1,c. some balance,a. some problem,b. >= 100 DM,c. above 4 years,"b. M mar, M wid, F",a. 1,a. Other Banks or Dept Stores,"b. new car, home related",a. No,a. < 20,b. rented flat,b. Savings / Car / Other,18,1445,b. >= 25 yr
1,a. no account,b. paid up,b. >= 100 DM,"a. Unemp, < 1 yr","a. M div, M single",a. 1,b. None,"a. used car, others",b. Yes,d. >= 35,b. rented flat,b. Savings / Car / Other,24,7721,b. >= 25 yr
1,a. no account,b. paid up,b. >= 100 DM,c. above 4 years,"b. M mar, M wid, F",a. 1,b. None,"a. used car, others",a. No,c. [25-35),b. rented flat,c. No assets,21,3763,a < 25 yr
1,b. no balance,b. paid up,"a. none, < 100 DM",c. above 4 years,"b. M mar, M wid, F",a. 1,a. Other Banks or Dept Stores,"a. used car, others",b. Yes,d. >= 35,b. rented flat,c. No assets,18,4439,b. >= 25 yr
1,a. no account,b. paid up,"a. none, < 100 DM",b. [1-4) years,"b. M mar, M wid, F",a. 1,b. None,"b. new car, home related",b. Yes,c. [25-35),a. owner-occ / free,c. No assets,12,1107,a < 25 yr
1,b. no balance,b. paid up,b. >= 100 DM,"a. Unemp, < 1 yr","b. M mar, M wid, F",a. 1,b. None,"b. new car, home related",a. No,a. < 20,b. rented flat,b. Savings / Car / Other,15,1444,a < 25 yr
1,b. no balance,a. some problem,b. >= 100 DM,"a. Unemp, < 1 yr","b. M mar, M wid, F",a. 1,b. None,"a. used car, others",b. Yes,a. < 20,a. owner-occ / free,a. Own house / land,48,12169,b. >= 25 yr
1,c. some balance,b. paid up,"a. none, < 100 DM",c. above 4 years,"b. M mar, M wid, F",a. 1,b. None,"b. new car, home related",b. Yes,b. [20-25),b. rented flat,b. Savings / Car / Other,9,2753,b. >= 25 yr
1,c. some balance,b. paid up,b. >= 100 DM,"a. Unemp, < 1 yr","b. M mar, M wid, F",a. 1,b. None,"a. used car, others",a. No,d. >= 35,b. rented flat,c. No assets,4,1494,b. >= 25 yr
1,a. no account,a. some problem,b. >= 100 DM,b. [1-4) years,"b. M mar, M wid, F",a. 1,a. Other Banks or Dept Stores,"a. used car, others",b. Yes,a. < 20,b. rented flat,c. No assets,24,2828,a < 25 yr
1,a. no account,a. some problem,b. >= 100 DM,b. [1-4) years,"b. M mar, M wid, F",a. 1,a. Other Banks or Dept Stores,"a. used car, others",b. Yes,a. < 20,b. rented flat,c. No assets,24,2483,a < 25 yr
1,c. some balance,c. no problem,"a. none, < 100 DM",b. [1-4) years,"b. M mar, M wid, F",b. > 1,b. None,"a. used car, others",a. No,d. >= 35,b. rented flat,c. No assets,6,1299,b. >= 25 yr
1,b. no balance,b. paid up,b. >= 100 DM,"a. Unemp, < 1 yr","b. M mar, M wid, F",a. 1,b. None,"a. used car, others",a. No,a. < 20,b. rented flat,c. No assets,9,1549,b. >= 25 yr
1,c. some balance,b. paid up,"a. none, < 100 DM","a. Unemp, < 1 yr","b. M mar, M wid, F",a. 1,b. None,"a. used car, others",a. No,d. >= 35,b. rented flat,b. Savings / Car / Other,10,3949,b. >= 25 yr
1,c. some balance,b. paid up,b. >= 100 DM,"a. Unemp, < 1 yr","a. M div, M single",a. 1,b. None,"b. new car, home related",a. No,d. >= 35,a. owner-occ / free,c. No assets,10,2901,b. >= 25 yr
1,c. some balance,b. paid up,b. >= 100 DM,"a. Unemp, < 1 yr","b. M mar, M wid, F",a. 1,b. None,"a. used car, others",a. No,c. [25-35),b. rented flat,c. No assets,6,709,b. >= 25 yr
1,a. no account,b. paid up,"a. none, < 100 DM","a. Unemp, < 1 yr","a. M div, M single",a. 1,b. None,"a. used car, others",b. Yes,d. >= 35,b. rented flat,c. No assets,47,10722,b. >= 25 yr
1,c. some balance,b. paid up,b. >= 100 DM,c. above 4 years,"b. M mar, M wid, F",a. 1,b. None,"a. used car, others",a. No,a. < 20,b. rented flat,b. Savings / Car / Other,10,1287,b. >= 25 yr
1,a. no account,a. some problem,"a. none, < 100 DM","a. Unemp, < 1 yr","b. M mar, M wid, F",a. 1,a. Other Banks or Dept Stores,"b. new car, home related",b. Yes,b. [20-25),a. owner-occ / free,a. Own house / land,18,1940,b. >= 25 yr
1,c. some balance,c. no problem,b. >= 100 DM,c. above 4 years,"b. M mar, M wid, F",b. > 1,a. Other Banks or Dept Stores,"b. new car, home related",a. No,a. < 20,b. rented flat,b. Savings / Car / Other,30,3656,b. >= 25 yr
1,c. some balance,c. no problem,"a. none, < 100 DM",c. above 4 years,"b. M mar, M wid, F",b. > 1,b. None,"b. new car, home related",b. Yes,b. [20-25),b. rented flat,b. Savings / Car / Other,24,4679,b. >= 25 yr
1,c. some balance,c. no problem,b. >= 100 DM,b. [1-4) years,"b. M mar, M wid, F",b. > 1,b. None,"b. new car, home related",a. No,c. [25-35),b. rented flat,b. Savings / Car / Other,27,8613,b. >= 25 yr
1,a. no account,b. paid up,b. >= 100 DM,b. [1-4) years,"b. M mar, M wid, F",a. 1,b. None,"a. used car, others",a. No,a. < 20,b. rented flat,b. Savings / Car / Other,18,2659,b. >= 25 yr
1,c. some balance,c. no problem,b. >= 100 DM,b. [1-4) years,"a. M div, M single",b. > 1,b. None,"b. new car, home related",a. No,a. < 20,b. rented flat,c. No assets,24,1516,b. >= 25 yr
1,a. no account,b. paid up,"a. none, < 100 DM",b. [1-4) years,"b. M mar, M wid, F",a. 1,b. None,"a. used car, others",b. Yes,b. [20-25),b. rented flat,b. Savings / Car / Other,18,4380,b. >= 25 yr
